model_id,prompt_id,subtype_id,pair_id,task_type,pair_outcome,control_qid,perturbed_qid,control_input,perturbed_input,gold,control_raw_output,perturbed_raw_output,control_parsed_output,perturbed_parsed_output,control_error_type,perturbed_error_type,trigger_shape,trigger_explanation
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_001,extraction,flip_case,pair_main_ext_simp_trad_001_control,pair_main_ext_simp_trad_001_perturbed,公司公告：蓝海数据A1在2026年01月01日披露完成800万元融资（记录号 AX1400），后续将重点投入算法研发。,公司公告：藍海數据A1在2026年01月01日披露完成800万元融资（记录号 AX1400），后续将重点投入算法研发。,"{""amount"": ""800万元"", ""company"": ""蓝海数据A1"", ""date"": ""2026-01-01""}","{""company"": ""蓝海数据A1"", ""date"": ""2026-01-01"", ""amount"": ""800万元""}","{""company"": ""藍海數据A1"", ""date"": ""2026-01-01"", ""amount"": ""800万元""}","{""amount"": ""800万元"", ""company"": ""蓝海数据A1"", ""date"": ""2026-01-01""}","{""amount"": ""800万元"", ""company"": ""藍海數据A1"", ""date"": ""2026-01-01""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_002,extraction,flip_case,pair_main_ext_simp_trad_002_control,pair_main_ext_simp_trad_002_perturbed,【融资公告】远景智能Lab于2026年02月04日完成900万元融资，内部编号AX1417，资金主要用于产品迭代。,【融资公告】遠景智能Lab于2026年02月04日完成900万元融资，内部编号AX1417，资金主要用于产品迭代。,"{""amount"": ""900万元"", ""company"": ""远景智能Lab"", ""date"": ""2026-02-04""}","{""company"": ""远景智能Lab"", ""date"": ""2026-02-04"", ""amount"": ""900万元""}","{""company"": ""遠景智能Lab"", ""date"": ""2026-02-04"", ""amount"": ""900万元""}","{""amount"": ""900万元"", ""company"": ""远景智能Lab"", ""date"": ""2026-02-04""}","{""amount"": ""900万元"", ""company"": ""遠景智能Lab"", ""date"": ""2026-02-04""}",ok,mismatch_company,manual_review_needed,无法由当前规则稳定归因
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_003,extraction,flip_case,pair_main_ext_simp_trad_003_control,pair_main_ext_simp_trad_003_perturbed,公司公告：新纪元物流X2在2026年03月07日披露完成1000万元融资（记录号 AX1434），后续将重点投入算力采购。,公司公告：新紀元物流X2在2026年03月07日披露完成1000万元融资（记录号 AX1434），后续将重点投入算力采购。,"{""amount"": ""1000万元"", ""company"": ""新纪元物流X2"", ""date"": ""2026-03-07""}","{""company"": ""新纪元物流X2"", ""date"": ""2026-03-07"", ""amount"": ""1000万元""}","{""company"": ""新紀元物流X2"", ""date"": ""2026-03-07"", ""amount"": ""1000万元""}","{""amount"": ""1000万元"", ""company"": ""新纪元物流X2"", ""date"": ""2026-03-07""}","{""amount"": ""1000万元"", ""company"": ""新紀元物流X2"", ""date"": ""2026-03-07""}",ok,mismatch_company,manual_review_needed,无法由当前规则稳定归因
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_004,extraction,flip_case,pair_main_ext_simp_trad_004_control,pair_main_ext_simp_trad_004_perturbed,【融资公告】华澄资讯B8于2026年04月10日完成1200万元融资，内部编号AX1451，资金主要用于市场扩张。,【融资公告】華澄資讯B8于2026年04月10日完成1200万元融资，内部编号AX1451，资金主要用于市场扩张。,"{""amount"": ""1200万元"", ""company"": ""华澄资讯B8"", ""date"": ""2026-04-10""}","{""company"": ""华澄资讯B8"", ""date"": ""2026-04-10"", ""amount"": ""1200万元""}","{""company"": ""華澄資讯B8"", ""date"": ""2026-04-10"", ""amount"": ""1200万元""}","{""amount"": ""1200万元"", ""company"": ""华澄资讯B8"", ""date"": ""2026-04-10""}","{""amount"": ""1200万元"", ""company"": ""華澄資讯B8"", ""date"": ""2026-04-10""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_006,extraction,flip_case,pair_main_ext_simp_trad_006_control,pair_main_ext_simp_trad_006_perturbed,【融资公告】北辰网络I研于2026年06月16日完成1800万元融资，内部编号AX1485，资金主要用于合规改造。,【融資公告】北辰網络I研于2026年06月16日完成1800万元融资，内部编号AX1485，资金主要用于合规改造。,"{""amount"": ""1800万元"", ""company"": ""北辰网络I研"", ""date"": ""2026-06-16""}","{""company"": ""北辰网络I研"", ""date"": ""2026-06-16"", ""amount"": ""1800万元""}","{""company"": ""北辰網络I研"", ""date"": ""2026-06-16"", ""amount"": ""1800万元""}","{""amount"": ""1800万元"", ""company"": ""北辰网络I研"", ""date"": ""2026-06-16""}","{""amount"": ""1800万元"", ""company"": ""北辰網络I研"", ""date"": ""2026-06-16""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_007,extraction,flip_case,pair_main_ext_simp_trad_007_control,pair_main_ext_simp_trad_007_perturbed,公司公告：长风教育2部在2026年07月19日披露完成2000万元融资（记录号 AX1502），后续将重点投入供应链升级。,公司公告：長風教育2部在2026年07月19日披露完成2000万元融资（记录号 AX1502），后续将重点投入供应链升级。,"{""amount"": ""2000万元"", ""company"": ""长风教育2部"", ""date"": ""2026-07-19""}","{""company"":""长风教育2部"",""date"":""2026-07-19"",""amount"":""2000万元""}","{""company"": ""長風教育2部"", ""date"": ""2026-07-19"", ""amount"": ""2000万元""}","{""amount"": ""2000万元"", ""company"": ""长风教育2部"", ""date"": ""2026-07-19""}","{""amount"": ""2000万元"", ""company"": ""長風教育2部"", ""date"": ""2026-07-19""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_008,extraction,flip_case,pair_main_ext_simp_trad_008_control,pair_main_ext_simp_trad_008_perturbed,【融资公告】启真资讯B端于2026年08月22日完成2600万元融资，内部编号AX1519，资金主要用于海外试点。,【融资公告】啟真资讯B端于2026年08月22日完成2600万元融资，内部编号AX1519，资金主要用于海外试点。,"{""amount"": ""2600万元"", ""company"": ""启真资讯B端"", ""date"": ""2026-08-22""}","{""company"": ""启真资讯B端"", ""date"": ""2026-08-22"", ""amount"": ""2600万元""}","{""company"": ""啟真资讯B端"", ""date"": ""2026-08-22"", ""amount"": ""2600万元""}","{""amount"": ""2600万元"", ""company"": ""启真资讯B端"", ""date"": ""2026-08-22""}","{""amount"": ""2600万元"", ""company"": ""啟真资讯B端"", ""date"": ""2026-08-22""}",ok,mismatch_company,manual_review_needed,无法由当前规则稳定归因
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_012,extraction,flip_case,pair_main_ext_simp_trad_012_control,pair_main_ext_simp_trad_012_perturbed,客服记录：用户问“青石出行M1什么时候融资的？”客服答“2026年12月07日，金额1200万元，工单号AX1587，主要投向市场扩张。”,客服記录：用户问“青石出行M1什么时候融资的？”客服答“2026年12月07日，金额1200万元，工单号AX1587，主要投向市场扩张。”,"{""amount"": ""1200万元"", ""company"": ""青石出行M1"", ""date"": ""2026-12-07""}","{""company"":""青石出行M1"",""date"":""2026-12-07"",""amount"":""1200万元""}","{""company"": ""青石出行"", ""date"": ""2026-12-07"", ""amount"": ""1200万元""}","{""amount"": ""1200万元"", ""company"": ""青石出行M1"", ""date"": ""2026-12-07""}","{""amount"": ""1200万元"", ""company"": ""青石出行"", ""date"": ""2026-12-07""}",ok,mismatch_company,manual_review_needed,无法由当前规则稳定归因
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_014,extraction,flip_case,pair_main_ext_simp_trad_014_control,pair_main_ext_simp_trad_014_perturbed,客服记录：用户问“瑞光芯片B8什么时候融资的？”客服答“2026年02月13日，金额1800万元，工单号AX1621，主要投向合规改造。”,客服记录：用户问“瑞光芯片B8什么时候融資的？”客服答“2026年02月13日，金额1800万元，工單號AX1621，主要投向合规改造。”,"{""amount"": ""1800万元"", ""company"": ""瑞光芯片B8"", ""date"": ""2026-02-13""}","{""company"":""瑞光芯片B8"",""date"":""2026-02-13"",""amount"":""1800万元""}","{""company"":""瑞光芯片"",""date"":""2026-02-13"",""amount"":""1800万元""}","{""amount"": ""1800万元"", ""company"": ""瑞光芯片B8"", ""date"": ""2026-02-13""}","{""amount"": ""1800万元"", ""company"": ""瑞光芯片"", ""date"": ""2026-02-13""}",ok,mismatch_company,manual_review_needed,无法由当前规则稳定归因
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_016,extraction,flip_case,pair_main_ext_simp_trad_016_control,pair_main_ext_simp_trad_016_perturbed,客服记录：用户问“智元科技Z9什么时候融资的？”客服答“2026年04月19日，金额2600万元，工单号AX1655，主要投向海外试点。”,客服記录：用户问“智元科技Z9什么时候融资的？”客服答“2026年04月19日，金额2600万元，工单号AX1655，主要投向海外试点。”,"{""amount"": ""2600万元"", ""company"": ""智元科技Z9"", ""date"": ""2026-04-19""}","{""company"":""智元科技Z9"",""date"":""2026-04-19"",""amount"":""2600万元""}","{""company"": ""智元科技"", ""date"": ""2026-04-19"", ""amount"": ""2600万元""}","{""amount"": ""2600万元"", ""company"": ""智元科技Z9"", ""date"": ""2026-04-19""}","{""amount"": ""2600万元"", ""company"": ""智元科技"", ""date"": ""2026-04-19""}",ok,mismatch_company,manual_review_needed,无法由当前规则稳定归因
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_022,extraction,flip_case,pair_main_ext_simp_trad_022_control,pair_main_ext_simp_trad_022_perturbed,社媒贴文：有人转发说“华澄资讯B8在2026年10月10日拿到1800万元融资”，评论区补充这笔资金会投向合规改造，截图里还带着编号AX1757。,社媒贴文：有人转发说“華澄资讯B8在2026年10月10日拿到1800万元融资”，评论区补充这笔资金会投向合规改造，截图里还带着编号AX1757。,"{""amount"": ""1800万元"", ""company"": ""华澄资讯B8"", ""date"": ""2026-10-10""}","{""company"":""华澄资讯B8"",""date"":""2026-10-10"",""amount"":""1800万元""}","{""company"": ""華澄资讯B8"", ""date"": ""2026-10-10"", ""amount"": ""1800万元""}","{""amount"": ""1800万元"", ""company"": ""华澄资讯B8"", ""date"": ""2026-10-10""}","{""amount"": ""1800万元"", ""company"": ""華澄资讯B8"", ""date"": ""2026-10-10""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_023,extraction,flip_case,pair_main_ext_simp_trad_023_control,pair_main_ext_simp_trad_023_perturbed,热帖摘要：#投融资圈 上有用户提到 华星科技I3 于2026年11月13日完成2000万元融资，后续预算将用于供应链升级，配图标注了AX1774。,热帖摘要：#投融资圈 上有用户提到 華星科技I3 于2026年11月13日完成2000万元融资，后续预算将用于供应链升级，配图标注了AX1774。,"{""amount"": ""2000万元"", ""company"": ""华星科技I3"", ""date"": ""2026-11-13""}","{""company"":""华星科技I3"",""date"":""2026-11-13"",""amount"":""2000万元""}","{""company"": ""華星科技I3"", ""date"": ""2026-11-13"", ""amount"": ""2000万元""}","{""amount"": ""2000万元"", ""company"": ""华星科技I3"", ""date"": ""2026-11-13""}","{""amount"": ""2000万元"", ""company"": ""華星科技I3"", ""date"": ""2026-11-13""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_024,extraction,flip_case,pair_main_ext_simp_trad_024_control,pair_main_ext_simp_trad_024_perturbed,社媒贴文：有人转发说“北辰网络I研在2026年12月16日拿到2600万元融资”，评论区补充这笔资金会投向海外试点，截图里还带着编号AX1791。,社媒贴文：有人转发说“北辰網络I研在2026年12月16日拿到2600万元融资”，评论区补充这笔资金会投向海外试点，截图里还带着编号AX1791。,"{""amount"": ""2600万元"", ""company"": ""北辰网络I研"", ""date"": ""2026-12-16""}","{""company"": ""北辰网络I研"", ""date"": ""2026-12-16"", ""amount"": ""2600万元""}","{""company"":""北辰網络I研"",""date"":""2026-12-16"",""amount"":""2600万元""}","{""amount"": ""2600万元"", ""company"": ""北辰网络I研"", ""date"": ""2026-12-16""}","{""amount"": ""2600万元"", ""company"": ""北辰網络I研"", ""date"": ""2026-12-16""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_025,extraction,flip_case,pair_main_ext_simp_trad_025_control,pair_main_ext_simp_trad_025_perturbed,热帖摘要：#创投观察 上有用户提到 长风教育2部 于2026年01月19日完成800万元融资，后续预算将用于算法研发，配图标注了AX1808。,热帖摘要：#创投观察 上有用户提到 長風教育2部 于2026年01月19日完成800万元融资，后续预算将用于算法研发，配图标注了AX1808。,"{""amount"": ""800万元"", ""company"": ""长风教育2部"", ""date"": ""2026-01-19""}","{""company"": ""长风教育2部"", ""date"": ""2026-01-19"", ""amount"": ""800万元""}","{""company"": ""長風教育2部"", ""date"": ""2026-01-19"", ""amount"": ""800万元""}","{""amount"": ""800万元"", ""company"": ""长风教育2部"", ""date"": ""2026-01-19""}","{""amount"": ""800万元"", ""company"": ""長風教育2部"", ""date"": ""2026-01-19""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_027,extraction,flip_case,pair_main_ext_simp_trad_027_control,pair_main_ext_simp_trad_027_perturbed,热帖摘要：#行业风向 上有用户提到 万象云服AI 于2026年03月25日完成1000万元融资，后续预算将用于算力采购，配图标注了AX1842。,热帖摘要：#行业风向 上有用户提到 万象雲服AI 于2026年03月25日完成1000万元融资，后续预算将用于算力采购，配图标注了AX1842。,"{""amount"": ""1000万元"", ""company"": ""万象云服AI"", ""date"": ""2026-03-25""}","{""company"":""万象云服AI"",""date"":""2026-03-25"",""amount"":""1000万元""}","{""company"":""万象雲服AI"",""date"":""2026-03-25"",""amount"":""1000万元""}","{""amount"": ""1000万元"", ""company"": ""万象云服AI"", ""date"": ""2026-03-25""}","{""amount"": ""1000万元"", ""company"": ""万象雲服AI"", ""date"": ""2026-03-25""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_028,extraction,flip_case,pair_main_ext_simp_trad_028_control,pair_main_ext_simp_trad_028_perturbed,社媒贴文：有人转发说“银联实验室5组在2026年04月01日拿到1200万元融资”，评论区补充这笔资金会投向市场扩张，截图里还带着编号AX1859。,社媒贴文：有人转发说“銀联实验室5组在2026年04月01日拿到1200万元融资”，评论区补充这笔资金会投向市场扩张，截图里还带着编号AX1859。,"{""amount"": ""1200万元"", ""company"": ""银联实验室5组"", ""date"": ""2026-04-01""}","{""company"": ""银联实验室5组"", ""date"": ""2026-04-01"", ""amount"": ""1200万元""}","{""company"": ""銀联实验室5组"", ""date"": ""2026-04-01"", ""amount"": ""1200万元""}","{""amount"": ""1200万元"", ""company"": ""银联实验室5组"", ""date"": ""2026-04-01""}","{""amount"": ""1200万元"", ""company"": ""銀联实验室5组"", ""date"": ""2026-04-01""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_032,extraction,flip_case,pair_main_ext_simp_trad_032_control,pair_main_ext_simp_trad_032_perturbed,邮件纪要：瑞光芯片B8已于2026年08月13日完成2600万元融资（编号AX1927），后续预算主要投向海外试点。,邮件紀要：瑞光芯片B8已於2026年08月13日完成2600万元融资（编号AX1927），后续预算主要投向海外试点。,"{""amount"": ""2600万元"", ""company"": ""瑞光芯片B8"", ""date"": ""2026-08-13""}","{""company"":""瑞光芯片B8"",""date"":""2026-08-13"",""amount"":""2600万元""}","{""company"": ""瑞光芯片"", ""date"": ""2026-08-13"", ""amount"": ""2600万元""}","{""amount"": ""2600万元"", ""company"": ""瑞光芯片B8"", ""date"": ""2026-08-13""}","{""amount"": ""2600万元"", ""company"": ""瑞光芯片"", ""date"": ""2026-08-13""}",ok,mismatch_company,manual_review_needed,无法由当前规则稳定归因
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_033,extraction,flip_case,pair_main_ext_simp_trad_033_control,pair_main_ext_simp_trad_033_perturbed,"To: 投资团队
内容：确认 华策文旅D2 在2026年09月16日完成800万元融资，备案号AX1944，这笔钱将用于算法研发。","To: 投资团队
内容：确认 華策文旅D2 在2026年09月16日完成800万元融资，备案号AX1944，这笔钱将用于算法研发。","{""amount"": ""800万元"", ""company"": ""华策文旅D2"", ""date"": ""2026-09-16""}","{""company"":""华策文旅D2"",""date"":""2026-09-16"",""amount"":""800万元""}","{""company"": ""華策文旅D2"", ""date"": ""2026-09-16"", ""amount"": ""800万元""}","{""amount"": ""800万元"", ""company"": ""华策文旅D2"", ""date"": ""2026-09-16""}","{""amount"": ""800万元"", ""company"": ""華策文旅D2"", ""date"": ""2026-09-16""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_034,extraction,flip_case,pair_main_ext_simp_trad_034_control,pair_main_ext_simp_trad_034_perturbed,邮件纪要：智元科技Z9已于2026年10月19日完成900万元融资（编号AX1961），后续预算主要投向产品迭代。,邮件紀要：智元科技Z9已於2026年10月19日完成900万元融资（编号AX1961），后续预算主要投向产品迭代。,"{""amount"": ""900万元"", ""company"": ""智元科技Z9"", ""date"": ""2026-10-19""}","{""company"": ""智元科技Z9"", ""date"": ""2026-10-19"", ""amount"": ""900万元""}","{""company"": ""智元科技"", ""date"": ""2026-10-19"", ""amount"": ""900万元""}","{""amount"": ""900万元"", ""company"": ""智元科技Z9"", ""date"": ""2026-10-19""}","{""amount"": ""900万元"", ""company"": ""智元科技"", ""date"": ""2026-10-19""}",ok,mismatch_company,manual_review_needed,无法由当前规则稳定归因
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_036,extraction,flip_case,pair_main_ext_simp_trad_036_control,pair_main_ext_simp_trad_036_perturbed,邮件纪要：青穗农业T5已于2026年12月25日完成1200万元融资（编号AX1995），后续预算主要投向市场扩张。,邮件紀要：青穗农业T5已於2026年12月25日完成1200万元融资（编号AX1995），后续预算主要投向市场扩张。,"{""amount"": ""1200万元"", ""company"": ""青穗农业T5"", ""date"": ""2026-12-25""}","{""company"": ""青穗农业T5"", ""date"": ""2026-12-25"", ""amount"": ""1200万元""}","{""company"": ""青穗农业"", ""date"": ""2026-12-25"", ""amount"": ""1200万元""}","{""amount"": ""1200万元"", ""company"": ""青穗农业T5"", ""date"": ""2026-12-25""}","{""amount"": ""1200万元"", ""company"": ""青穗农业"", ""date"": ""2026-12-25""}",ok,mismatch_company,manual_review_needed,无法由当前规则稳定归因
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_037,extraction,flip_case,pair_main_ext_simp_trad_037_control,pair_main_ext_simp_trad_037_perturbed,"To: 投资团队
内容：确认 蓝海数据A1 在2026年01月01日完成1500万元融资，备案号AX2012，这笔钱将用于渠道建设。","To: 投资团队
内容：确认 藍海数据A1 在2026年01月01日完成1500万元融资，备案号AX2012，这笔钱将用于渠道建设。","{""amount"": ""1500万元"", ""company"": ""蓝海数据A1"", ""date"": ""2026-01-01""}","{""company"": ""蓝海数据A1"", ""date"": ""2026-01-01"", ""amount"": ""1500万元""}","{""company"": ""藍海数据A1"", ""date"": ""2026-01-01"", ""amount"": ""1500万元""}","{""amount"": ""1500万元"", ""company"": ""蓝海数据A1"", ""date"": ""2026-01-01""}","{""amount"": ""1500万元"", ""company"": ""藍海数据A1"", ""date"": ""2026-01-01""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_043,extraction,flip_case,pair_main_ext_simp_trad_043_control,pair_main_ext_simp_trad_043_perturbed,IM 摘录：[项目群] “长风教育2部 已在2026年07月19日完成1000万元融资，追踪号AX2114，资金会投向算力采购。”,IM 摘录：[项目群] “長风教育2部 已在2026年07月19日完成1000万元融资，追踪号AX2114，资金会投向算力采购。”,"{""amount"": ""1000万元"", ""company"": ""长风教育2部"", ""date"": ""2026-07-19""}","{""company"":""长风教育2部"",""date"":""2026-07-19"",""amount"":""1000万元""}","{""company"": ""長风教育2部"", ""date"": ""2026-07-19"", ""amount"": ""1000万元""}","{""amount"": ""1000万元"", ""company"": ""长风教育2部"", ""date"": ""2026-07-19""}","{""amount"": ""1000万元"", ""company"": ""長风教育2部"", ""date"": ""2026-07-19""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_045,extraction,flip_case,pair_main_ext_simp_trad_045_control,pair_main_ext_simp_trad_045_perturbed,IM 摘录：[投研群] “万象云服AI 已在2026年09月25日完成1500万元融资，追踪号AX2148，资金会投向渠道建设。”,IM 摘录：[投研群] “万象雲服AI 已在2026年09月25日完成1500万元融资，追踪号AX2148，资金会投向渠道建设。”,"{""amount"": ""1500万元"", ""company"": ""万象云服AI"", ""date"": ""2026-09-25""}","{""company"": ""万象云服AI"", ""date"": ""2026-09-25"", ""amount"": ""1500万元""}","{""company"": ""万象雲服AI"", ""date"": ""2026-09-25"", ""amount"": ""1500万元""}","{""amount"": ""1500万元"", ""company"": ""万象云服AI"", ""date"": ""2026-09-25""}","{""amount"": ""1500万元"", ""company"": ""万象雲服AI"", ""date"": ""2026-09-25""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_046,extraction,flip_case,pair_main_ext_simp_trad_046_control,pair_main_ext_simp_trad_046_perturbed,群聊记录：A说“银联实验室5组那笔融资落地了”，B回“时间2026年10月01日，金额1800万元，单号AX2165，主要用在合规改造。”,群聊记录：A说“銀联实验室5组那笔融资落地了”，B回“时间2026年10月01日，金额1800万元，单号AX2165，主要用在合规改造。”,"{""amount"": ""1800万元"", ""company"": ""银联实验室5组"", ""date"": ""2026-10-01""}","{""company"": ""银联实验室5组"", ""date"": ""2026-10-01"", ""amount"": ""1800万元""}","{""company"": ""銀联实验室5组"", ""date"": ""2026-10-01"", ""amount"": ""1800万元""}","{""amount"": ""1800万元"", ""company"": ""银联实验室5组"", ""date"": ""2026-10-01""}","{""amount"": ""1800万元"", ""company"": ""銀联实验室5组"", ""date"": ""2026-10-01""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_053,extraction,flip_case,pair_main_ext_simp_trad_053_control,pair_main_ext_simp_trad_053_perturbed,扫描件识别结果：凌云航科A2 | 2026年05月22日 | 1500万元 | AX2284 | 资金用途=渠道建设。,扫描件识别结果：凌雲航科A2 | 2026年05月22日 | 1500万元 | AX2284 | 资金用途=渠道建设。,"{""amount"": ""1500万元"", ""company"": ""凌云航科A2"", ""date"": ""2026-05-22""}","{""company"":""凌云航科A2"",""date"":""2026-05-22"",""amount"":""1500万元""}","{""company"":""凌雲航科"",""date"":""2026-05-22"",""amount"":""1500万元""}","{""amount"": ""1500万元"", ""company"": ""凌云航科A2"", ""date"": ""2026-05-22""}","{""amount"": ""1500万元"", ""company"": ""凌雲航科"", ""date"": ""2026-05-22""}",ok,mismatch_company,manual_review_needed,无法由当前规则稳定归因
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_056,extraction,flip_case,pair_main_ext_simp_trad_056_control,pair_main_ext_simp_trad_056_perturbed,OCR转写：公司=远景智能Lab；日期=2026年08月04日；金额=2600万元；编号=AX2335；备注=资金用于海外试点。,ＯCR转写：公司=遠景智能Lab；日期=2026年08月04日；金额=2600万元；编号=AX2335；备注=资金用于海外试点。,"{""amount"": ""2600万元"", ""company"": ""远景智能Lab"", ""date"": ""2026-08-04""}","{""company"": ""远景智能Lab"", ""date"": ""2026-08-04"", ""amount"": ""2600万元""}","{""company"": ""遠景智能Lab"", ""date"": ""2026-08-04"", ""amount"": ""2600万元""}","{""amount"": ""2600万元"", ""company"": ""远景智能Lab"", ""date"": ""2026-08-04""}","{""amount"": ""2600万元"", ""company"": ""遠景智能Lab"", ""date"": ""2026-08-04""}",ok,mismatch_company,manual_review_needed,无法由当前规则稳定归因
DeepSeek-V3.2,P3,simp_trad,pair_main_ext_simp_trad_058,extraction,flip_case,pair_main_ext_simp_trad_058_control,pair_main_ext_simp_trad_058_perturbed,OCR转写：公司=华澄资讯B8；日期=2026年10月10日；金额=900万元；编号=AX2369；备注=资金用于产品迭代。,ＯCR转写：公司=華澄资讯B8；日期=2026年10月10日；金额=900万元；编号=AX2369；备注=资金用于产品迭代。,"{""amount"": ""900万元"", ""company"": ""华澄资讯B8"", ""date"": ""2026-10-10""}","{""company"": ""华澄资讯B8"", ""date"": ""2026-10-10"", ""amount"": ""900万元""}","{""company"": ""華澄资讯B8"", ""date"": ""2026-10-10"", ""amount"": ""900万元""}","{""amount"": ""900万元"", ""company"": ""华澄资讯B8"", ""date"": ""2026-10-10""}","{""amount"": ""900万元"", ""company"": ""華澄资讯B8"", ""date"": ""2026-10-10""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P4,simp_trad,pair_main_ext_simp_trad_001,extraction,flip_case,pair_main_ext_simp_trad_001_control,pair_main_ext_simp_trad_001_perturbed,公司公告：蓝海数据A1在2026年01月01日披露完成800万元融资（记录号 AX1400），后续将重点投入算法研发。,公司公告：藍海數据A1在2026年01月01日披露完成800万元融资（记录号 AX1400），后续将重点投入算法研发。,"{""amount"": ""800万元"", ""company"": ""蓝海数据A1"", ""date"": ""2026-01-01""}","{""company"": ""蓝海数据A1"", ""date"": ""2026-01-01"", ""amount"": ""800万元""}","{""company"": ""藍海數据A1"", ""date"": ""2026-01-01"", ""amount"": ""800万元""}","{""amount"": ""800万元"", ""company"": ""蓝海数据A1"", ""date"": ""2026-01-01""}","{""amount"": ""800万元"", ""company"": ""藍海數据A1"", ""date"": ""2026-01-01""}",ok,mismatch_company,script_variant_preserved,模型保留了简繁字形变体而未做规范化，导致字段级精确匹配失败。
DeepSeek-V3.2,P4,simp_trad,pair_main_ext_simp_trad_002,extraction,flip_case,pair_main_ext_simp_trad_002_control,pair_main_ext_simp_trad_002_perturbed,【融资公告】远景智能Lab于2026年02月04日完成900万元融资，内部编号AX1417，资金主要用于产品迭代。,【融资公告】遠景智能Lab于2026年02月04日完成900万元融资，内部编号AX1417，资金主要用于产品迭代。,"{""amount"": ""900万元"", ""company"": ""远景智能Lab"", ""date"": ""2026-02-04""}","{""company"": ""远景智能Lab"", ""date"": ""2026-02-04"", ""amount"": ""900万元""}","{""company"": ""遠景智能Lab"", ""date"": ""2026-02-04"", ""amount"": ""900万元""}","{""amount"": ""900万元"", ""company"": ""远景智能Lab"", ""date"": ""2026-02-04""}","{""amount"": ""900万元"", ""company"": ""遠景智能Lab"", ""date"": ""2026-02-04""}",ok,mismatch_company,manual_review_needed,无法由当前规则稳定归因
